#{"t_start": 1778267186.480947, "env_id": "None"}
r,l,t
700.0,3,58.036609
700.0,4,58.039825
700.0,4,58.043628
700.0,3,58.046319
700.0,4,58.049722
700.0,4,58.053097
700.0,3,58.055444
700.0,5,58.059619
700.0,4,58.062574
700.0,3,58.064802
700.0,3,58.06704
700.0,3,58.069231
700.0,3,58.071423
700.0,3,58.073649
700.0,3,58.075904
700.0,3,58.078247
700.0,3,58.080492
700.0,3,58.082722
700.0,3,58.085013
700.0,3,58.087229
700.0,6,58.091469
700.0,5,58.095102
700.0,4,58.098085
700.0,3,58.10028
700.0,3,58.102533
700.0,3,58.104838
700.0,6,58.109133
700.0,3,58.111326
700.0,3,58.113493
700.0,3,58.11566
700.0,3,58.117848
700.0,3,58.120081
700.0,3,58.563184
700.0,4,58.566053
700.0,4,58.568862
700.0,3,58.571026
700.0,3,58.573189
700.0,3,58.575392
700.0,3,58.578377
700.0,3,58.580923
700.0,3,58.583153
700.0,4,58.586081
700.0,3,58.58827
700.0,5,58.591862
700.0,3,58.594038
700.0,3,58.596211
700.0,3,58.598379
700.0,3,58.600538
700.0,3,58.602884
700.0,3,58.605164
700.0,3,58.607447
700.0,3,58.609697
700.0,4,58.612529
700.0,4,58.615504
700.0,16,58.626984
700.0,6,58.63211
700.0,5,58.636427
700.0,3,58.638673
700.0,5,58.642221
700.0,3,58.644383
700.0,5,58.647894
700.0,4,58.650826
700.0,4,58.65374
700.0,3,58.656033
700.0,3,58.658247
700.0,3,58.66126
700.0,6,58.665972
700.0,4,58.668806
700.0,3,58.670967
700.0,3,58.673185
700.0,5,58.677134
700.0,3,58.679856
700.0,3,58.682147
700.0,3,58.684474
700.0,3,58.686678
700.0,4,58.68958
700.0,3,58.691745
700.0,3,58.693895
700.0,4,58.696703
700.0,3,58.698849
700.0,3,58.701329
700.0,3,58.703914
700.0,3,58.706565
700.0,3,58.709747
700.0,3,58.712465
700.0,4,58.7154
700.0,3,58.717668
700.0,3,58.720045
700.0,3,58.722406
700.0,3,58.724937
700.0,4,58.728561
700.0,4,58.731949
700.0,3,58.734274
700.0,3,58.736834
700.0,3,58.739032
700.0,3,58.741227
700.0,3,58.743434
700.0,3,58.745761
700.0,3,58.747937
700.0,3,58.750124
700.0,3,58.7524
700.0,3,58.755594
700.0,3,58.758177
700.0,4,58.761626
700.0,3,58.763828
700.0,4,58.767016
700.0,3,58.769187
700.0,4,58.772018
700.0,3,58.774229
700.0,3,58.777419
700.0,4,58.78049
700.0,3,58.782694
700.0,3,58.785474
700.0,3,58.787726
700.0,4,58.790515
700.0,4,58.793471
700.0,3,58.795376
700.0,3,58.797276
700.0,3,58.799342
700.0,5,58.802596
700.0,5,58.808011
700.0,4,58.810918
700.0,4,58.814023
700.0,3,58.816745
700.0,5,58.820763
700.0,3,58.822981
700.0,3,58.825212
700.0,3,58.82743
700.0,6,58.831601
700.0,3,58.833743
700.0,3,58.83598
700.0,3,58.838568
700.0,3,58.840824
700.0,3,58.842918
700.0,3,58.845
700.0,3,58.847136
700.0,4,58.849903
700.0,3,58.852092
700.0,4,58.855764
700.0,3,58.858816
700.0,4,58.861764
700.0,3,58.864036
700.0,3,58.866429
700.0,3,58.868944
700.0,3,58.871474
700.0,4,58.875564
700.0,3,58.878348
700.0,4,58.882088
700.0,3,58.884966
700.0,4,58.888869
700.0,3,58.89156
700.0,4,58.895177
700.0,3,58.897939
700.0,4,58.901384
700.0,4,58.904887
700.0,4,58.907931
700.0,3,58.910085
700.0,3,58.9122
700.0,3,58.914511
700.0,9,58.920563
700.0,3,58.922702
700.0,5,58.927517
700.0,3,58.93122
700.0,3,58.93427
700.0,3,58.936479
700.0,3,58.938602
700.0,3,58.94074
700.0,3,58.942849
700.0,3,58.945113
700.0,3,58.947217
700.0,4,58.949973
700.0,3,58.952106
700.0,3,58.954272
700.0,4,58.957113
700.0,3,58.959243
700.0,3,58.961354
700.0,7,58.966182
700.0,3,58.968347
700.0,3,58.970464
700.0,3,58.972584
700.0,3,58.975066
700.0,3,58.977349
700.0,3,58.979948
700.0,3,58.982127
700.0,3,58.98457
700.0,3,58.986886
700.0,4,58.98974
700.0,4,58.992712
700.0,3,58.994839
700.0,3,58.997101
700.0,3,58.999257
700.0,3,59.001451
700.0,3,59.003719
700.0,3,59.00594
700.0,3,59.008208
700.0,3,59.010377
700.0,3,59.012558
700.0,3,59.014735
700.0,3,59.016896
700.0,3,59.019065
700.0,3,59.021244
700.0,5,59.024784
700.0,3,59.027045
700.0,3,59.029184
700.0,5,59.032726
700.0,3,59.034868
700.0,3,59.037171
700.0,3,59.039426
700.0,4,59.042739
700.0,3,59.044886
700.0,3,59.047125
700.0,4,59.049962
700.0,3,59.052061
700.0,3,59.054207
700.0,3,59.056475
700.0,3,59.058722
700.0,3,59.060934
700.0,4,59.063763
700.0,3,59.065942
700.0,3,59.068143
700.0,3,59.070288
700.0,3,59.072544
700.0,3,59.074835
700.0,3,59.077314
700.0,5,59.080969
700.0,5,59.084582
700.0,4,59.087417
700.0,3,59.089581
700.0,3,59.091712
700.0,4,59.094588
700.0,3,59.0968
700.0,3,59.098969
700.0,4,59.101769
700.0,3,59.104184
700.0,4,59.107056
700.0,3,59.109182
700.0,3,59.111292
700.0,3,59.113609
700.0,3,59.115774
700.0,3,59.117947
700.0,3,59.120104
700.0,3,59.122247
700.0,4,59.125153
700.0,3,59.127386
700.0,4,59.13062
700.0,3,59.132803
700.0,4,59.135565
700.0,4,59.138422
700.0,3,59.140636
700.0,4,59.143396
700.0,3,59.145529
700.0,3,59.147688
700.0,3,59.149815
700.0,4,59.152682
700.0,3,59.155034
700.0,4,59.157935
700.0,5,59.161513
700.0,4,59.164333
700.0,3,59.166551
700.0,4,59.16936
700.0,3,59.171548
700.0,3,59.173688
700.0,4,59.17739
700.0,3,59.179566
700.0,4,59.182367
700.0,3,59.18547
700.0,3,59.188342
700.0,3,59.190611
700.0,3,59.192901
700.0,7,59.197641
700.0,3,59.199942
700.0,3,59.20208
700.0,3,59.204272
700.0,3,59.206503
700.0,3,59.20863
700.0,4,59.211489
700.0,3,59.213579
700.0,3,59.215784
700.0,3,59.217921
700.0,4,59.220701
700.0,3,59.222865
700.0,3,59.22537
700.0,3,59.228278
700.0,4,59.231246
700.0,3,59.233555
700.0,3,59.236364
700.0,7,59.241473
700.0,3,59.243794
700.0,5,59.247287
700.0,3,59.249455
700.0,4,59.252274
700.0,4,59.255153
700.0,3,59.257454
700.0,4,59.260452
700.0,3,59.262775
700.0,3,59.265304
700.0,3,59.267676
700.0,3,59.269915
700.0,3,59.272125
700.0,3,59.274492
700.0,3,59.27688
700.0,6,59.28118
700.0,3,59.28338
700.0,4,59.286238
700.0,3,59.288429
700.0,3,59.290608
700.0,4,59.293531
700.0,3,59.295698
700.0,3,59.297831
700.0,3,59.299985
700.0,3,59.30226
700.0,3,59.304571
700.0,3,59.306747
700.0,3,59.308914
700.0,4,59.311774
700.0,4,59.314641
700.0,4,59.317469
700.0,4,59.34621
700.0,3,59.348431
700.0,3,59.350633
700.0,3,59.352894
700.0,4,59.355782
700.0,3,59.357985
700.0,4,59.360891
700.0,3,59.363156
700.0,3,59.365443
700.0,3,59.367793
700.0,3,59.817011
700.0,4,59.8207
700.0,3,59.823085
700.0,3,59.825857
700.0,3,59.828216
700.0,3,59.830809
700.0,4,59.834275
700.0,5,59.838124
700.0,3,59.840323
700.0,3,59.842492
700.0,3,59.844654
700.0,3,59.846832
700.0,7,59.851707
700.0,3,59.854
700.0,3,59.856623
700.0,3,59.85966
700.0,4,59.86459
700.0,3,59.867553
700.0,3,59.870095
700.0,3,59.872714
700.0,3,59.87504
700.0,6,59.880714
700.0,3,59.883099
700.0,5,59.887147
700.0,3,59.889349
700.0,4,59.892204
700.0,4,59.895272
700.0,4,59.89815
700.0,3,59.900314
700.0,3,59.902513
700.0,3,59.904963
700.0,3,59.907951
700.0,3,59.910962
700.0,3,59.913602
700.0,3,59.916185
700.0,3,59.918712
700.0,3,59.921475
700.0,3,59.923797
700.0,3,59.92665
700.0,3,59.929187
700.0,3,59.931613
700.0,3,59.933879
700.0,3,59.936262
700.0,4,59.939164
700.0,3,59.941304
700.0,3,59.94359
700.0,3,59.945798
700.0,3,59.948019
700.0,3,59.950268
700.0,3,59.952423
700.0,3,59.954619
700.0,4,59.957428
700.0,3,59.959875
700.0,4,59.963097
700.0,3,59.965805
700.0,3,59.96806
700.0,3,59.97025
700.0,3,59.972461
700.0,3,59.974763
700.0,3,59.976989
700.0,4,59.980074
700.0,3,59.982493
700.0,4,59.985426
700.0,3,59.98759
700.0,3,59.989763
700.0,14,59.99987
700.0,4,60.00274
700.0,3,60.004931
700.0,3,60.007108
700.0,4,60.009968
700.0,3,60.012102
700.0,4,60.014916
700.0,3,60.017032
700.0,3,60.019208
700.0,4,60.022008
700.0,3,60.024213
700.0,4,60.027023
700.0,3,60.029136
700.0,3,60.031245
700.0,3,60.033443
700.0,3,60.035504
700.0,5,60.039372
700.0,3,60.042143
700.0,4,60.044967
700.0,3,60.047068
700.0,4,60.049857
700.0,3,60.051955
700.0,4,60.054851
700.0,3,60.057392
700.0,3,60.059541
700.0,3,60.061604
700.0,3,60.063765
700.0,3,60.066005
700.0,3,60.068215
700.0,3,60.070415
700.0,6,60.074796
700.0,3,60.077296
700.0,4,60.080247
700.0,4,60.083071
700.0,3,60.085165
700.0,3,60.087505
700.0,4,60.090458
700.0,3,60.092761
700.0,4,60.095448
700.0,3,60.097487
700.0,3,60.09965
700.0,4,60.102536
700.0,3,60.105272
700.0,3,60.10748
700.0,3,60.109673
700.0,7,60.114616
700.0,3,60.116947
700.0,3,60.119029
700.0,3,60.121273
700.0,3,60.123519
700.0,3,60.125864
700.0,3,60.128329
700.0,3,60.130421
700.0,3,60.132525
700.0,3,60.134687
700.0,3,60.136812
700.0,3,60.138901
700.0,3,60.141027
700.0,3,60.143113
700.0,3,60.145204
700.0,4,60.147981
700.0,3,60.150087
700.0,4,60.152871
700.0,4,60.155654
700.0,3,60.157789
700.0,5,60.161203
700.0,3,60.163335
700.0,3,60.165419
700.0,3,60.1675
700.0,3,60.16964
700.0,5,60.173055
700.0,4,60.176094
700.0,3,60.178254
700.0,3,60.180402
700.0,3,60.182607
700.0,3,60.184789
700.0,3,60.187035
700.0,3,60.189174
700.0,3,60.191352
700.0,3,60.193634
700.0,7,60.198432
700.0,3,60.20058
700.0,3,60.202739
700.0,4,60.205656
700.0,3,60.20774
700.0,4,60.210539
700.0,3,60.212632
700.0,3,60.214738
700.0,3,60.216898
700.0,3,60.219048
700.0,3,60.221207
700.0,3,60.223296
700.0,3,60.225399
700.0,5,60.228873
700.0,3,60.231004
700.0,4,60.23383
700.0,3,60.235968
700.0,3,60.238243
700.0,3,60.240463
700.0,4,60.243308
700.0,5,60.246787
700.0,3,60.249002
700.0,3,60.251239
700.0,4,60.254088
700.0,3,60.256379
700.0,3,60.258563
700.0,4,60.261423
700.0,4,60.264434
700.0,20,60.278771
700.0,3,60.280982
700.0,3,60.283112
700.0,3,60.285295
700.0,5,60.288758
700.0,3,60.290877
700.0,3,60.292993
700.0,3,60.295105
700.0,4,60.298035
700.0,3,60.300182
700.0,3,60.302319
700.0,3,60.304569
700.0,7,60.309437
700.0,3,60.311624
700.0,3,60.313789
700.0,3,60.316014
700.0,3,60.318184
700.0,3,60.320365
700.0,3,60.322508
700.0,3,60.324728
700.0,3,60.326972
700.0,3,60.329208
700.0,3,60.331719
700.0,3,60.33389
700.0,3,60.336078
700.0,3,60.338229
700.0,3,60.340406
700.0,3,60.342633
700.0,8,60.348209
700.0,3,60.350371
700.0,3,60.352529
700.0,3,60.354778
700.0,3,60.35715
700.0,3,60.359275
700.0,3,60.361613
700.0,3,60.363923
700.0,3,60.366675
700.0,3,60.368944
700.0,3,60.371048
700.0,3,60.373141
700.0,3,60.375447
700.0,4,60.378543
700.0,3,60.381046
700.0,3,60.383438
700.0,3,60.385588
700.0,3,60.38777
700.0,3,60.389971
700.0,4,60.392741
700.0,3,60.394863
700.0,3,60.396998
700.0,3,60.399102
700.0,4,60.402069
700.0,3,60.404518
700.0,3,60.406674
700.0,3,60.408856
700.0,4,60.411692
700.0,3,60.413837
700.0,3,60.415989
700.0,3,60.418129
700.0,3,60.420355
700.0,5,60.42384
700.0,4,60.426855
700.0,5,60.430342
700.0,3,60.432427
700.0,3,60.434517
700.0,3,60.436602
700.0,3,60.438681
700.0,4,60.44147
700.0,3,60.443566
700.0,5,60.446965
700.0,4,60.449757
700.0,3,60.451869
700.0,3,60.454087
700.0,3,60.456177
700.0,3,60.458262
700.0,3,60.46039
700.0,3,60.462611
700.0,3,60.464783
700.0,3,60.466922
700.0,4,60.46972
700.0,3,60.4719
700.0,3,60.474104
700.0,3,60.47626
700.0,3,60.478484
700.0,3,60.480636
700.0,3,60.482848
700.0,3,60.485074
700.0,3,60.487196
700.0,3,60.489427
700.0,3,60.491513
700.0,3,60.493635
700.0,3,60.495735
700.0,3,60.497837
700.0,4,60.500653
700.0,3,60.50273
700.0,3,60.504994
700.0,3,60.507175
700.0,4,60.510061
700.0,4,60.512958
700.0,3,60.5151
700.0,3,60.517285
700.0,3,60.51944
700.0,4,60.522269
700.0,5,60.525865
700.0,3,60.528187
700.0,3,60.530321
700.0,6,60.534447
700.0,3,60.537048
700.0,3,60.53913
700.0,4,60.541903
700.0,12,60.549739
700.0,4,60.552473
700.0,4,60.555175
700.0,3,60.55721
700.0,3,60.559311
700.0,3,60.561342
700.0,3,60.563373
700.0,4,60.566192
700.0,3,60.568306
700.0,3,60.570463
700.0,3,61.031324
700.0,3,61.033782
700.0,3,61.035998
700.0,3,61.038228
700.0,3,61.04046
700.0,3,61.042658
700.0,3,61.044882
700.0,5,61.048498
700.0,3,61.050694
700.0,3,61.052896
700.0,3,61.05518
700.0,4,61.058238
700.0,3,61.061117
700.0,6,61.066221
700.0,3,61.069082
700.0,3,61.072177
700.0,3,61.074801
700.0,5,61.078921
700.0,4,61.081898
700.0,3,61.084123
700.0,3,61.086388
700.0,3,61.088748
700.0,3,61.090948
700.0,3,61.093175
700.0,3,61.095369
700.0,4,61.098263
700.0,3,61.100469
700.0,4,61.103369
700.0,3,61.105584
700.0,3,61.107785
700.0,4,61.110698
700.0,3,61.113011
700.0,3,61.115208
700.0,3,61.117423
700.0,5,61.121002
700.0,4,61.123922
700.0,5,61.127984
700.0,3,61.130649
700.0,3,61.133308
700.0,3,61.135682
700.0,3,61.137919
700.0,9,61.144296
700.0,3,61.146458
700.0,4,61.149314
700.0,3,61.151723
700.0,6,61.156091
700.0,3,61.158307
700.0,3,61.16095
700.0,4,61.163944
700.0,3,61.166134
700.0,3,61.168336
700.0,4,61.171196
700.0,3,61.173382
700.0,3,61.175773
700.0,3,61.178029
700.0,4,61.181053
700.0,3,61.183293
700.0,4,61.18618
700.0,3,61.188385
700.0,5,61.191916
700.0,3,61.194119
700.0,4,61.196985
700.0,3,61.199156
700.0,3,61.201578
700.0,4,61.204456
700.0,3,61.206643
700.0,3,61.20911
700.0,3,61.211641
700.0,3,61.214132
700.0,3,61.217521
700.0,3,61.220126
700.0,3,61.222157
700.0,4,61.225198
700.0,3,61.227307
700.0,3,61.229632
700.0,3,61.231799
700.0,4,61.234567
700.0,3,61.236745
700.0,7,61.241645
700.0,3,61.243717
700.0,3,61.245778
700.0,3,61.247873
700.0,3,61.249896
700.0,3,61.251924
700.0,3,61.254091
700.0,3,61.256524
700.0,3,61.258576
700.0,3,61.260698
700.0,5,61.264113
700.0,3,61.266242
700.0,3,61.268232
700.0,3,61.270308
700.0,4,61.273308
700.0,4,61.276411
700.0,5,61.280925
700.0,8,61.286887
700.0,3,61.289255
700.0,3,61.291355
700.0,3,61.29335
700.0,3,61.295528
700.0,3,61.297657
700.0,4,61.300364
700.0,3,61.302449
700.0,4,61.306943
700.0,3,61.309607
700.0,3,61.31171
700.0,3,61.313948
700.0,14,61.323437
700.0,3,61.325773
700.0,4,61.328597
700.0,4,61.331815
700.0,3,61.334008
700.0,3,61.33617
700.0,4,61.339113
700.0,3,61.341253
700.0,3,61.343436
700.0,3,61.34558
700.0,3,61.347818
700.0,3,61.349956
700.0,3,61.352054
700.0,3,61.354332
700.0,3,61.356458
700.0,4,61.35933
700.0,3,61.361472
700.0,3,61.363602
700.0,3,61.365758
700.0,3,61.36787
700.0,3,61.369998
700.0,3,61.372157
700.0,3,61.37433
700.0,3,61.376599
700.0,3,61.378738
700.0,3,61.380877
700.0,3,61.383054
700.0,17,61.394789
700.0,3,61.396938
700.0,3,61.399071
700.0,3,61.401296
700.0,3,61.403525
700.0,3,61.405662
700.0,3,61.407817
700.0,3,61.410007
700.0,3,61.412185
700.0,3,61.414359
700.0,3,61.416629
700.0,3,61.41877
700.0,3,61.420912
700.0,4,61.423787
700.0,3,61.426052
700.0,3,61.428347
700.0,3,61.430711
700.0,3,61.433037
700.0,3,61.435248
700.0,3,61.437574
700.0,4,61.440401
700.0,3,61.442571
700.0,3,61.444714
700.0,3,61.447034
700.0,3,61.449217
700.0,3,61.451384
700.0,3,61.453527
700.0,4,61.456436
700.0,3,61.458676
700.0,3,61.46088
700.0,3,61.463548
700.0,3,61.466409
700.0,3,61.468538
700.0,3,61.470632
700.0,3,61.47276
700.0,3,61.475098
700.0,4,61.477954
700.0,4,61.481183
700.0,3,61.483313
700.0,3,61.485455
700.0,3,61.487591
700.0,3,61.489739
700.0,3,61.491879
700.0,3,61.493988
700.0,3,61.496127
700.0,3,61.498237
700.0,3,61.500352
700.0,6,61.504525
700.0,4,61.507275
700.0,4,61.510013
700.0,3,61.512334
700.0,3,61.514465
700.0,4,61.517277
700.0,3,61.519522
700.0,4,61.522364
700.0,3,61.524558
700.0,3,61.526708
700.0,4,61.530581
700.0,3,61.532979
700.0,3,61.535526
700.0,3,61.538288
700.0,3,61.541279
700.0,4,61.544424
700.0,3,61.547009
700.0,3,61.54966
700.0,3,61.55242
700.0,3,61.555171
700.0,3,61.557987
700.0,3,61.560825
700.0,4,61.56445
700.0,5,61.569006
700.0,3,61.57187
700.0,3,61.574925
700.0,3,61.578027
700.0,3,61.580793
700.0,4,61.584419
700.0,3,61.587067
700.0,4,61.590477
700.0,5,61.594735
700.0,3,61.597296
700.0,3,61.599846
700.0,3,61.602379
700.0,3,61.604921
700.0,3,61.607439
700.0,3,61.609938
700.0,3,61.612134
700.0,3,61.614225
700.0,3,61.616372
700.0,3,61.618482
700.0,4,61.621235
700.0,3,61.62331
700.0,3,61.625595
700.0,3,61.627749
700.0,3,61.630019
700.0,5,61.633503
700.0,3,61.635672
700.0,4,61.638474
700.0,3,61.640665
700.0,3,61.642829
700.0,4,61.645651
700.0,3,61.647811
700.0,3,61.649978
700.0,3,61.652148
700.0,3,61.654362
700.0,3,61.656496
700.0,3,61.658636
700.0,3,61.660798
700.0,4,61.663602
700.0,3,61.665765
700.0,3,61.667898
700.0,7,61.672836
700.0,4,61.675858
700.0,4,61.679142
700.0,3,61.681359
700.0,3,61.683553
700.0,3,61.685708
700.0,3,61.687878
700.0,3,61.690116
700.0,3,61.692261
700.0,3,61.694418
700.0,4,61.697349
700.0,5,61.700828
700.0,3,61.703075
700.0,6,61.707177
700.0,3,61.709284
700.0,3,61.711383
700.0,3,61.713524
700.0,3,61.715624
700.0,14,61.72522
700.0,4,61.728159
700.0,3,61.730303
700.0,3,61.732453
700.0,3,61.7346
700.0,3,61.736771
700.0,3,61.738938
700.0,3,61.741095
700.0,4,61.770169
700.0,3,61.772324
700.0,6,61.776614
700.0,4,61.77974
700.0,3,61.781895
700.0,3,61.784042
700.0,3,61.786191
700.0,3,61.788556
700.0,4,61.791841
700.0,3,61.794118
700.0,3,61.79631
700.0,3,61.798556
700.0,3,61.800783
700.0,3,61.802974
700.0,3,61.80514
700.0,3,61.807473
700.0,3,61.809664
700.0,7,61.814509
700.0,3,61.816948
700.0,3,61.819132
700.0,3,61.82138
700.0,3,61.823485
700.0,3,61.825711
700.0,3,61.827837
700.0,3,62.271981
700.0,3,62.274238
700.0,3,62.276865
700.0,3,62.279089
700.0,4,62.282201
700.0,3,62.28481
700.0,3,62.287028
700.0,3,62.289369
700.0,3,62.291574
700.0,3,62.293742
700.0,3,62.295974
700.0,8,62.301524
700.0,3,62.303759
700.0,4,62.306801
700.0,3,62.308988
700.0,4,62.311978
700.0,3,62.314139
700.0,3,62.316865
700.0,3,62.320255
700.0,3,62.322496
700.0,3,62.324921
700.0,3,62.3276
700.0,3,62.33032
700.0,3,62.332718
700.0,3,62.335148
700.0,4,62.338253
700.0,3,62.34046
700.0,4,62.343319
700.0,3,62.345531
700.0,3,62.34774
700.0,3,62.349947
700.0,3,62.352153
700.0,4,62.355425
700.0,3,62.358135
700.0,3,62.360835
700.0,4,62.364807
700.0,4,62.36882
700.0,3,62.371179
700.0,3,62.373379
700.0,3,62.375595
700.0,4,62.378557
700.0,3,62.380798
700.0,3,62.383018
700.0,3,62.385217
700.0,3,62.387572
700.0,3,62.389761
700.0,3,62.392059
700.0,3,62.394237
700.0,4,62.397038
700.0,3,62.399189
700.0,3,62.401672
700.0,3,62.403882
700.0,3,62.406086
700.0,3,62.408281
700.0,3,62.410486
700.0,3,62.412691
700.0,3,62.414913
700.0,3,62.417235
700.0,4,62.420087
700.0,3,62.42228
700.0,3,62.425525
700.0,3,62.428445
700.0,3,62.430627
700.0,5,62.434289
700.0,3,62.436509
700.0,3,62.438659
700.0,3,62.440907
700.0,3,62.443095
700.0,3,62.445399
700.0,3,62.447584
700.0,5,62.451114
700.0,3,62.453311
700.0,3,62.455476
700.0,4,62.458762
700.0,4,62.461533
700.0,3,62.463938
700.0,3,62.466301
700.0,3,62.468439
700.0,3,62.470558
700.0,4,62.473482
700.0,3,62.475742
700.0,3,62.477905
700.0,4,62.480983
700.0,5,62.484552
700.0,3,62.486772
700.0,3,62.489029
700.0,5,62.492855
700.0,3,62.495165
700.0,3,62.497383
700.0,3,62.499327
700.0,3,62.501484
700.0,3,62.503799
700.0,3,62.506188
700.0,3,62.508309
700.0,3,62.510521
700.0,3,62.512734
700.0,4,62.515539
700.0,3,62.517637
700.0,3,62.520141
700.0,3,62.522407
700.0,3,62.524785
700.0,3,62.527065
700.0,3,62.529377
700.0,3,62.531504
700.0,5,62.53492
700.0,3,62.537616
700.0,3,62.539847
700.0,3,62.542636
700.0,3,62.544841
700.0,3,62.546959
700.0,3,62.549124
700.0,3,62.551209
700.0,4,62.554118
700.0,3,62.556696
700.0,3,62.559439
700.0,3,62.561618
700.0,3,62.563742
700.0,3,62.565898
700.0,3,62.568042
700.0,3,62.570102
700.0,4,62.573063
700.0,3,62.576019
700.0,3,62.578803
700.0,4,62.58279
700.0,3,62.585845
700.0,4,62.588948
700.0,3,62.591405
700.0,3,62.594215
700.0,3,62.596916
700.0,7,62.602963
700.0,3,62.605597
700.0,3,62.608196
700.0,3,62.610665
700.0,4,62.613667
700.0,3,62.615884
700.0,3,62.618002
700.0,4,62.62078
700.0,4,62.623558
700.0,3,62.626239
700.0,3,62.628465
700.0,4,62.631381
700.0,4,62.634658
700.0,3,62.637233
700.0,3,62.639871
700.0,4,62.643272
700.0,3,62.645857
700.0,3,62.648548
700.0,5,62.652736
700.0,3,62.655244
700.0,3,62.657606
700.0,3,62.65987
700.0,5,62.663284
700.0,3,62.665475
700.0,3,62.667592
700.0,3,62.66974
700.0,3,62.671874
700.0,3,62.674008
700.0,3,62.676267
700.0,3,62.678639
700.0,3,62.68081
700.0,3,62.683811
700.0,3,62.686041
700.0,3,62.688298
700.0,3,62.690405
700.0,3,62.692525
700.0,3,62.694599
700.0,4,62.697513
700.0,3,62.699652
700.0,4,62.702417
700.0,3,62.704874
700.0,3,62.707072
700.0,3,62.709205
700.0,4,62.712083
700.0,3,62.714258
700.0,3,62.716396
700.0,3,62.718853
700.0,3,62.722249
700.0,3,62.724707
700.0,3,62.727365
700.0,8,62.733526
700.0,3,62.735772
700.0,4,62.738679
700.0,3,62.740901
700.0,3,62.743093
700.0,4,62.745969
700.0,3,62.748158
700.0,4,62.751022
700.0,4,62.753992
700.0,3,62.75615
700.0,3,62.758292
700.0,3,62.760462
700.0,3,62.762611
700.0,3,62.764754
700.0,11,62.77218
700.0,3,62.774368
700.0,3,62.776758
700.0,3,62.779023
700.0,3,62.781172
700.0,3,62.783314
700.0,3,62.785457
700.0,3,62.787717
700.0,3,62.789904
700.0,3,62.792201
700.0,3,62.794466
700.0,3,62.796681
700.0,3,62.798958
700.0,3,62.801149
700.0,3,62.803328
700.0,4,62.806171
700.0,3,62.808343
700.0,3,62.81061
700.0,3,62.812802
700.0,3,62.814999
700.0,4,62.817897
700.0,3,62.820077
700.0,3,62.822268
700.0,3,62.824499
700.0,4,62.827461
700.0,3,62.829644
700.0,3,62.831797
700.0,4,62.834574
700.0,4,62.837378
700.0,4,62.840238
700.0,4,62.843062
700.0,3,62.845199
700.0,3,62.847333
700.0,3,62.84946
700.0,3,62.851636
700.0,3,62.853792
700.0,16,62.864634
700.0,3,62.86674
700.0,4,62.869509
700.0,3,62.871625
700.0,3,62.873777
700.0,3,62.876026
700.0,3,62.878215
700.0,3,62.880831
700.0,3,62.883223
700.0,4,62.886207
700.0,3,62.888374
700.0,4,62.891195
700.0,3,62.893349
700.0,3,62.895481
700.0,3,62.897604
700.0,3,62.899741
700.0,15,62.910105
700.0,3,62.9123
700.0,3,62.914436
700.0,3,62.916599
700.0,5,62.920286
700.0,3,62.922618
700.0,3,62.92527
700.0,3,62.927565
700.0,3,62.929722
700.0,3,62.931925
700.0,3,62.934278
700.0,4,62.937237
700.0,3,62.939361
700.0,4,62.94211
700.0,3,62.944374
700.0,3,62.946593
700.0,3,62.948787
700.0,4,62.951592
700.0,3,62.953946
700.0,4,62.957357
700.0,4,62.960741
700.0,3,62.963028
700.0,3,62.965281
700.0,3,62.96756
700.0,3,62.969922
700.0,35,62.995232
700.0,3,62.997492
700.0,3,62.999638
700.0,3,63.001783
700.0,3,63.004071
700.0,4,63.007081
700.0,3,63.009286
700.0,3,63.011866
700.0,3,63.014131
700.0,3,63.016323
700.0,3,63.018541
700.0,3,63.020692
700.0,3,63.022867
700.0,4,63.025843
700.0,3,63.02807
700.0,3,63.030252
700.0,3,63.032578
700.0,7,63.03751
700.0,3,63.039716
700.0,3,63.041907
700.0,3,63.044276
700.0,3,63.498208
700.0,3,63.500498
700.0,4,63.503477
700.0,4,63.506574
700.0,3,63.509662
700.0,3,63.513093
700.0,4,63.516109
700.0,4,63.519143
700.0,5,63.522818
700.0,4,63.526168
700.0,3,63.528492
700.0,3,63.530686
700.0,3,63.532929
700.0,3,63.535101
700.0,3,63.537798
700.0,3,63.540066
700.0,4,63.54302
700.0,3,63.545371
700.0,3,63.547593
700.0,4,63.55046
700.0,3,63.552655
700.0,3,63.554922
700.0,3,63.557155
700.0,3,63.559439
700.0,4,63.562936
700.0,3,63.565642
700.0,3,63.567958
700.0,3,63.570136
700.0,3,63.572282
700.0,3,63.574497
700.0,3,63.576858
700.0,4,63.579931
700.0,3,63.582132
700.0,3,63.584352
700.0,3,63.586565
700.0,3,63.58877
700.0,4,63.591598
700.0,3,63.59379
700.0,3,63.596065
700.0,3,63.598231
700.0,3,63.600419
700.0,6,63.604615
700.0,3,63.60682
700.0,4,63.609714
700.0,4,63.612612
700.0,3,63.614781
700.0,3,63.616931
700.0,3,63.619066
700.0,3,63.621242
700.0,3,63.62344
700.0,3,63.625682
700.0,3,63.627875
700.0,4,63.630878
700.0,3,63.633332
700.0,3,63.635857
700.0,3,63.638055
700.0,3,63.640304
700.0,3,63.642492
700.0,3,63.644684
700.0,3,63.64688
700.0,3,63.649077
700.0,3,63.651349
700.0,3,63.653574
700.0,3,63.655763
700.0,3,63.657965
